name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Patti,18118,Valid,Iron,12,Fell,1922,38.133330,14.966670,"(38.13333, 14.96667)"
Patwar,18171,Valid,Mesosiderite-A1,37350,Fell,1935,23.150000,91.183330,"(23.15, 91.18333)"
Pavel,18173,Valid,H5,2968,Fell,1966,43.466670,25.516670,"(43.46667, 25.51667)"
Pavlodar (stone),18175,Valid,H5,142.5,Fell,1938,52.300000,77.033330,"(52.3, 77.03333)"
Pavlograd,18176,Valid,L6,40000,Fell,1826,48.533330,35.983330,"(48.53333, 35.98333)"
Pavlovka,18177,Valid,Howardite,2000,Fell,1882,52.033330,43.000000,"(52.03333, 43.0)"
Pê,18179,Valid,L6,,Fell,1989,11.333670,-3.542170,"(11.33367, -3.54217)"
Peace River,18180,Valid,L6,45760,Fell,1963,56.133330,-117.933330,"(56.13333, -117.93333)"
Peckelsheim,18181,Valid,Diogenite-pm,117.8,Fell,1953,51.666670,9.250000,"(51.66667, 9.25)"
Peekskill,18782,Valid,H6,12570,Fell,1992,41.283330,-73.916670,"(41.28333, -73.91667)"
Peña Blanca Spring,18786,Valid,Aubrite,70000,Fell,1946,30.125000,-103.116670,"(30.125, -103.11667)"
Peramiho,18792,Valid,Eucrite-mmict,165,Fell,1899,-10.666670,35.500000,"(-10.66667, 35.5)"
Perpeti,18793,Valid,L6,23474,Fell,1935,23.325000,91.000000,"(23.325, 91.0)"
Perth,18797,Valid,LL5,2,Fell,1830,56.400000,-3.433330,"(56.4, -3.43333)"
Pervomaisky,18798,Valid,L6,66000,Fell,1933,56.633330,39.433330,"(56.63333, 39.43333)"
Pesyanoe,18799,Valid,Aubrite,3393,Fell,1933,55.500000,66.083330,"(55.5, 66.08333)"
Pétèlkolé,18800,Valid,H5,189,Fell,1995,14.052000,0.420000,"(14.052, 0.42)"
Petersburg,18801,Valid,Eucrite-pmict,1800,Fell,1855,35.300000,-86.633330,"(35.3, -86.63333)"
Pettiswood,18804,Valid,Stone-uncl,,Fell,1779,53.533330,-7.333330,"(53.53333, -7.33333)"
Phillips County (stone),18808,Valid,L6,57900,Fell,1901,40.000000,-99.250000,"(40.0, -99.25)"
Phu Hong,18809,Valid,H4,500,Fell,1887,11.250000,108.583330,"(11.25, 108.58333)"
Phum Sambo,18811,Valid,H4,7800,Fell,1933,12.000000,105.483330,"(12.0, 105.48333)"
Phuoc-Binh,18812,Valid,L5,11000,Fell,1941,15.716670,108.100000,"(15.71667, 108.1)"
Piancaldoli,18813,Valid,LL3.4,13.1,Fell,1968,44.244170,11.502220,"(44.24417, 11.50222)"
Picote,18816,Valid,Stone-uncl,,Fell,1843,41.366670,-6.233330,"(41.36667, -6.23333)"
Pillistfer,18822,Valid,EL6,23250,Fell,1863,58.666670,25.733330,"(58.66667, 25.73333)"
Piplia Kalan,18831,Valid,Eucrite-mmict,42000,Fell,1996,26.034720,73.941670,"(26.03472, 73.94167)"
Piquetberg,18832,Valid,H,37,Fell,1881,-32.866670,18.716670,"(-32.86667, 18.71667)"
Pirgunje,18834,Valid,L6,842,Fell,1882,25.800000,88.450000,"(25.8, 88.45)"
Pirthalla,18835,Valid,H6,1161,Fell,1884,29.583330,76.000000,"(29.58333, 76.0)"
Pitts,18837,Valid,"Iron, IAB-ung",3760,Fell,1921,31.950000,-83.516670,"(31.95, -83.51667)"
Plantersville,18846,Valid,H6,2085,Fell,1930,30.700000,-96.116670,"(30.7, -96.11667)"
Pleşcoi,51706,Valid,L5-6,6913,Fell,2008,45.275000,26.709720,"(45.275, 26.70972)"
Ploschkovitz,18849,Valid,L5,39,Fell,1723,50.533330,14.116670,"(50.53333, 14.11667)"
Pnompehn,18851,Valid,L6,96,Fell,1868,11.583330,104.916670,"(11.58333, 104.91667)"
Dominion Range 03240,32592,Valid,LL5,290.89999999999998,Found,2002,,,
Pohlitz,18853,Valid,L5,3000,Fell,1819,50.933330,12.133330,"(50.93333, 12.13333)"
Pokhra,18858,Valid,H5,350,Fell,1866,26.716670,82.666670,"(26.71667, 82.66667)"
Pollen,18860,Valid,CM2,253.6,Fell,1942,66.348330,14.015000,"(66.34833, 14.015)"
Pontlyfni,18865,Valid,Winonaite,157,Fell,1931,53.036390,-4.319440,"(53.03639, -4.31944)"
Portales Valley,18874,Valid,H6,71400,Fell,1998,34.175000,-103.295000,"(34.175, -103.295)"
Portugal,18876,Valid,Stone-uncl,4500,Fell,1796,38.500000,-8.000000,"(38.5, -8.0)"
Po-wang Chen,18879,Valid,LL,665,Fell,1933,31.416670,118.500000,"(31.41667, 118.5)"
Prambachkirchen,18883,Valid,L6,2125,Fell,1932,48.302500,13.940830,"(48.3025, 13.94083)"
Pribram,18887,Valid,H5,5555,Fell,1959,49.666670,14.033330,"(49.66667, 14.03333)"
Pricetown,18888,Valid,L6,900,Fell,1893,39.116670,-83.850000,"(39.11667, -83.85)"
Puerto Lápice,45984,Valid,Eucrite-br,500,Fell,2007,39.350000,-3.516670,"(39.35, -3.51667)"
Pulsora,18899,Valid,H5,560,Fell,1863,23.366670,75.183330,"(23.36667, 75.18333)"
Pultusk,18901,Valid,H5,250000,Fell,1868,52.766670,21.266670,"(52.76667, 21.26667)"
Punganaru,18902,Valid,Stone-uncl,100,Fell,1811,13.333330,78.950000,"(13.33333, 78.95)"
Putinga,18905,Valid,L6,300000,Fell,1937,-29.033330,-53.050000,"(-29.03333, -53.05)"
Qidong,18907,Valid,L/LL5,1275,Fell,1982,32.083330,121.500000,"(32.08333, 121.5)"
Qingzhen,18908,Valid,EH3,2600,Fell,1976,26.533330,106.466670,"(26.53333, 106.46667)"
Queen's Mercy,22357,Valid,H6,7000,Fell,1925,-30.116670,28.700000,"(-30.11667, 28.7)"
Quenggouk,22358,Valid,H4,6045,Fell,1857,17.766670,95.183330,"(17.76667, 95.18333)"
Quesa,22360,Valid,"Iron, IAB-ung",10750,Fell,1898,39.000000,-0.666670,"(39.0, -0.66667)"
Quija,22361,Valid,H,17450,Fell,1990,44.616670,126.133330,"(44.61667, 126.13333)"
Quincay,22363,Valid,L6,65,Fell,1851,46.600000,0.250000,"(46.6, 0.25)"
Raco,22368,Valid,H5,5000,Fell,1957,-26.666670,-65.450000,"(-26.66667, -65.45)"
Raghunathpura,22371,Valid,"Iron, IIAB",10200,Fell,1986,27.725280,76.465000,"(27.72528, 76.465)"
Rahimyar Khan,31302,Valid,L5,67225,Fell,1983,28.225000,70.200000,"(28.225, 70.2)"
Rakovka,22376,Valid,L6,9000,Fell,1878,52.983330,37.033330,"(52.98333, 37.03333)"
Ramnagar,22384,Valid,L6,3766,Fell,1940,26.450000,82.900000,"(26.45, 82.9)"
Rampurhat,22385,Valid,LL,100,Fell,1916,24.166670,87.766670,"(24.16667, 87.76667)"
Ramsdorf,22386,Valid,L6,4682,Fell,1958,51.883330,6.933330,"(51.88333, 6.93333)"
Ranchapur,22387,Valid,H4,290.39999999999998,Fell,1917,23.983330,87.083330,"(23.98333, 87.08333)"
Rancho de la Presa,22390,Valid,H5,300,Fell,1899,19.866670,-100.816670,"(19.86667, -100.81667)"
Rangala,22392,Valid,L6,3224.5,Fell,1937,25.383330,72.016670,"(25.38333, 72.01667)"
Raoyang,22394,Valid,L6,4910,Fell,1919,38.200000,115.700000,"(38.2, 115.7)"
Ras Tanura,22395,Valid,H6,6.1,Fell,1961,26.666670,50.150000,"(26.66667, 50.15)"
Rasgrad,22396,Valid,Stone-uncl,24700,Fell,1740,43.500000,26.533330,"(43.5, 26.53333)"
Ratyn,22398,Valid,Stone-uncl,910,Fell,1880,52.200000,17.983330,"(52.2, 17.98333)"
Red Canyon Lake,53502,Valid,H5,18.41,Fell,2007,38.137420,-119.758120,"(38.13742, -119.75812)"
Reliegos,22584,Valid,L5,17300,Fell,1947,42.475000,-5.333330,"(42.475, -5.33333)"
Rembang,22585,Valid,"Iron, IVA",10000,Fell,1919,-6.733330,111.366670,"(-6.73333, 111.36667)"
Renazzo,22586,Valid,CR2,1000,Fell,1824,44.766670,11.283330,"(44.76667, 11.28333)"
Renca,22587,Valid,L5,300,Fell,1925,-32.750000,-65.283330,"(-32.75, -65.28333)"
Renqiu,22589,Valid,L6,355,Fell,1916,38.666670,116.133330,"(38.66667, 116.13333)"
Repeev Khutor,22590,Valid,"Iron, IIF",7000,Fell,1933,48.600000,45.666670,"(48.6, 45.66667)"
Revelstoke,22592,Valid,CI1,1,Fell,1965,51.333330,-118.950000,"(51.33333, -118.95)"
Rewari,22593,Valid,L6,3332,Fell,1929,28.200000,76.666670,"(28.2, 76.66667)"
Rich Mountain,22597,Valid,L6,668,Fell,1903,35.033330,-83.033330,"(35.03333, -83.03333)"
Uzcudun,24140,Valid,L,20000,Fell,1948,-44.116670,-66.150000,"(-44.11667, -66.15)"
Richardton,22599,Valid,H5,90000,Fell,1918,46.883330,-102.316670,"(46.88333, -102.31667)"
Richland Springs,22602,Valid,OC,1900,Fell,1980,31.250000,-99.033330,"(31.25, -99.03333)"
Richmond,22603,Valid,LL5,1800,Fell,1828,37.466670,-77.500000,"(37.46667, -77.5)"
Rio Negro,22611,Valid,L4,1310,Fell,1934,-26.100000,-49.800000,"(-26.1, -49.8)"
Rivolta de Bassi,22614,Valid,Stone-uncl,103.3,Fell,1490,45.483330,9.516670,"(45.48333, 9.51667)"
Rochester,22637,Valid,H6,340,Fell,1876,41.083330,-86.283330,"(41.08333, -86.28333)"
Rockhampton,22640,Valid,Stone-uncl,1641,Fell,1895,-23.383330,150.516670,"(-23.38333, 150.51667)"
Roda,22641,Valid,Diogenite,400,Fell,1871,42.300000,0.550000,"(42.3, 0.55)"
Rodach,22642,Valid,Stone-uncl,2900,Fell,1775,50.350000,10.800000,"(50.35, 10.8)"
Rose City,22766,Valid,H5,10600,Fell,1921,44.516670,-83.950000,"(44.51667, -83.95)"
Rowton,22773,Valid,"Iron, IIIAB",3500,Fell,1876,52.766670,-2.516670,"(52.76667, -2.51667)"
Ruhobobo,22780,Valid,L6,465.5,Fell,1976,-1.450000,29.833330,"(-1.45, 29.83333)"
Rumuruti,22782,Valid,R3.8-6,67,Fell,1934,0.266670,36.533330,"(0.26667, 36.53333)"
Rupota,22783,Valid,L4-6,6000,Fell,1949,-10.266670,38.766670,"(-10.26667, 38.76667)"
Ryechki,22791,Valid,L5,13000,Fell,1914,51.133330,34.500000,"(51.13333, 34.5)"
Sabetmahet,22792,Valid,H5,1250,Fell,1855,27.433330,82.083330,"(27.43333, 82.08333)"
Sabrum,22793,Valid,LL6,478,Fell,1999,23.083330,91.666670,"(23.08333, 91.66667)"
Sagan,22796,Valid,Stone-uncl,,Fell,1636,51.533330,14.883330,"(51.53333, 14.88333)"
Saint-Sauveur,23101,Valid,EH5,14000,Fell,1914,43.733330,1.383330,"(43.73333, 1.38333)"
Saint-Séverin,23102,Valid,LL6,271000,Fell,1966,45.300000,0.233330,"(45.3, 0.23333)"
Sakauchi,23103,Valid,Iron,4180,Fell,1913,35.666670,136.300000,"(35.66667, 136.3)"
Salem,23107,Valid,L6,61.4,Fell,1981,44.979170,-122.969440,"(44.97917, -122.96944)"
Salles,23111,Valid,L5,9000,Fell,1798,46.050000,4.633330,"(46.05, 4.63333)"
Salzwedel,23114,Valid,LL5,43,Fell,1985,52.750000,11.050000,"(52.75, 11.05)"
Samelia,23115,Valid,"Iron, IIIAB",2462,Fell,1921,25.666670,74.866670,"(25.66667, 74.86667)"
San Juan Capistrano,23128,Valid,H6,56,Fell,1973,33.484720,-117.662500,"(33.48472, -117.6625)"
San Michele,31315,Valid,L6,237,Fell,2002,43.666670,13.000000,"(43.66667, 13.0)"
San Pedro de Quiles,23130,Valid,L6,282,Fell,1956,-31.016670,-71.400000,"(-31.01667, -71.4)"
San Pedro Jacuaro,34063,Valid,LL6,460,Fell,1968,19.766670,-100.650000,"(19.76667, -100.65)"
Santa Barbara,23161,Valid,L4,400,Fell,1873,-29.200000,-51.866670,"(-29.2, -51.86667)"
Santa Cruz,23164,Valid,CM2,60,Fell,1939,24.166670,-99.333330,"(24.16667, -99.33333)"
Santa Isabel,23165,Valid,L6,5500,Fell,1924,-33.900000,-61.700000,"(-33.9, -61.7)"
Santa Lucia (2008),50909,Valid,L6,4000,Fell,2008,-31.535556,-68.489444,"(-31.535556, -68.489444)"
São Jose do Rio Preto,23171,Valid,H4,927,Fell,1962,-20.810000,-49.380560,"(-20.81, -49.38056)"
Saratov,23176,Valid,L4,200000,Fell,1918,52.550000,46.550000,"(52.55, 46.55)"
Sasagase,23187,Valid,H,695,Fell,1688,34.716670,137.783330,"(34.71667, 137.78333)"
Sauguis,23188,Valid,L6,4000,Fell,1868,43.150000,-0.850000,"(43.15, -0.85)"
Savtschenskoje,23190,Valid,LL4,2500,Fell,1894,47.216670,29.866670,"(47.21667, 29.86667)"
Sayama,23192,Valid,CM2,430,Fell,1986,35.866670,139.400000,"(35.86667, 139.4)"
Sazovice,23455,Valid,L5,412,Fell,1934,49.233330,17.566670,"(49.23333, 17.56667)"
Schellin,23457,Valid,L,7000,Fell,1715,53.350000,15.050000,"(53.35, 15.05)"
Schenectady,23458,Valid,H5,283.3,Fell,1968,42.860830,-73.950280,"(42.86083, -73.95028)"
Schönenberg,23460,Valid,L6,8000,Fell,1846,48.116670,10.466670,"(48.11667, 10.46667)"
Searsmont,23472,Valid,H5,5400,Fell,1871,44.366670,-69.200000,"(44.36667, -69.2)"
Sediköy,23473,Valid,L6,240,Fell,1917,38.300000,27.133330,"(38.3, 27.13333)"
Segowlie,23476,Valid,LL6,6930,Fell,1853,26.750000,84.783330,"(26.75, 84.78333)"
Selakopi,23481,Valid,H5,1590,Fell,1939,-7.233330,107.333330,"(-7.23333, 107.33333)"
Seldebourak,23483,Valid,H5,150,Fell,1947,22.833330,4.983330,"(22.83333, 4.98333)"
Semarkona,23487,Valid,LL3.00,691,Fell,1940,22.250000,79.000000,"(22.25, 79.0)"
Sena,23495,Valid,H4,4000,Fell,1773,41.716670,-0.050000,"(41.71667, -0.05)"
Senboku,23496,Valid,H6,866,Fell,1993,39.438330,140.511670,"(39.43833, 140.51167)"
Seoni,23500,Valid,H6,20000,Fell,1966,21.683890,79.500830,"(21.68389, 79.50083)"
Seres,23501,Valid,H4,8500,Fell,1818,41.050000,23.566670,"(41.05, 23.56667)"
Serra de Magé,23502,Valid,Eucrite-cm,1800,Fell,1923,-8.383330,-36.766670,"(-8.38333, -36.76667)"
Sete Lagoas,23504,Valid,H4,350,Fell,1908,-19.466670,-44.216670,"(-19.46667, -44.21667)"
Sevilla,23508,Valid,LL4,180,Fell,1862,37.416670,-6.000000,"(37.41667, -6.0)"
Sevrukovo,23509,Valid,L5,101000,Fell,1874,50.616670,36.600000,"(50.61667, 36.6)"
Sfax,23512,Valid,L6,7000,Fell,1989,34.750000,10.716670,"(34.75, 10.71667)"
Shalka,23521,Valid,Diogenite,4000,Fell,1850,23.100000,87.300000,"(23.1, 87.3)"
Sharps,23525,Valid,H3.4,1265,Fell,1921,37.833330,-76.700000,"(37.83333, -76.7)"
Shelburne,23529,Valid,L5,18600,Fell,1904,44.050000,-80.166670,"(44.05, -80.16667)"
Shergotty,23530,Valid,Martian (shergottite),5000,Fell,1865,24.550000,84.833330,"(24.55, 84.83333)"
Sheyang,23531,Valid,L6,605,Fell,1976,33.650000,120.066670,"(33.65, 120.06667)"
Shikarpur,23534,Valid,L6,3679.7,Fell,1921,25.850000,87.577500,"(25.85, 87.5775)"
Shuangyang,23582,Valid,H5,3900,Fell,1971,43.500000,125.666670,"(43.5, 125.66667)"
Shupiyan,23583,Valid,H6,5000,Fell,1912,33.716670,74.833330,"(33.71667, 74.83333)"
Shytal,23584,Valid,L6,3200,Fell,1863,24.333330,90.166670,"(24.33333, 90.16667)"
Siena,23586,Valid,LL5,3700,Fell,1794,43.116670,11.600000,"(43.11667, 11.6)"
Sikhote-Alin,23593,Valid,"Iron, IIAB",23000000,Fell,1947,46.160000,134.653330,"(46.16, 134.65333)"
Silao,23594,Valid,H5,1710,Fell,1995,20.933330,-101.383330,"(20.93333, -101.38333)"
Silistra,55584,Valid,Achondrite-ung,0.15,Fell,1917,44.116670,27.266670,"(44.11667, 27.26667)"
Simmern,23603,Valid,H5,1222,Fell,1920,49.983330,7.533330,"(49.98333, 7.53333)"
Sinai,23606,Valid,L6,1455,Fell,1916,30.900000,32.483330,"(30.9, 32.48333)"
Sindhri,23611,Valid,H5,8400,Fell,1901,26.216670,69.550000,"(26.21667, 69.55)"
Sinnai,23613,Valid,H6,2000,Fell,1956,39.300000,9.200000,"(39.3, 9.2)"
Sioux County,23614,Valid,Eucrite-mmict,4100,Fell,1933,42.583330,-103.666670,"(42.58333, -103.66667)"
Sitathali,23616,Valid,H5,1600,Fell,1875,20.916670,82.583330,"(20.91667, 82.58333)"
Sivas,23617,Valid,H6,40000,Fell,1989,39.824670,36.135830,"(39.82467, 36.13583)"
Sixiangkou,23619,Valid,L5,630,Fell,1989,32.433330,119.866670,"(32.43333, 119.86667)"
Ski,23621,Valid,L6,850,Fell,1848,59.733330,10.866670,"(59.73333, 10.86667)"
Slavetic,23626,Valid,H5,1708,Fell,1868,45.683330,15.600000,"(45.68333, 15.6)"
Slobodka,23645,Valid,L4,2750,Fell,1818,55.000000,35.000000,"(55.0, 35.0)"
Soheria,23660,Valid,OC,72.900000000000006,Fell,1960,27.133330,84.066670,"(27.13333, 84.06667)"
Soko-Banja,23661,Valid,LL4,80000,Fell,1877,43.666670,21.866670,"(43.66667, 21.86667)"
Sologne,23663,Valid,H5,54,Fell,1860,47.366670,1.733330,"(47.36667, 1.73333)"
Sołtmany,53829,Valid,L6,1066,Fell,2011,54.008830,22.005000,"(54.00883, 22.005)"
Sone,23667,Valid,H5,17100,Fell,1866,35.166670,135.333330,"(35.16667, 135.33333)"
Songyuan,23668,Valid,L6,36900,Fell,1993,45.250000,125.000000,"(45.25, 125.0)"
Sopot,23670,Valid,OC,958,Fell,1927,44.416670,23.500000,"(44.41667, 23.5)"
Soroti,23671,Valid,"Iron, ungrouped",2050,Fell,1945,1.700000,33.633330,"(1.7, 33.63333)"
St. Caprais-de-Quinsac,23081,Valid,L6,360,Fell,1883,44.750000,0.050000,"(44.75, 0.05)"
St. Christophe-la-Chartreuse,23082,Valid,L6,5500,Fell,1841,46.950000,-1.500000,"(46.95, -1.5)"
St. Denis Westrem,23083,Valid,L6,700,Fell,1855,51.050000,3.750000,"(51.05, 3.75)"
St. Germain-du-Pinel,23087,Valid,H6,4000,Fell,1890,48.016670,-1.150000,"(48.01667, -1.15)"
St. Louis,23089,Valid,H4,1000,Fell,1950,38.700000,-90.233330,"(38.7, -90.23333)"
St. Mark's,23090,Valid,EH5,13780,Fell,1903,-32.016670,27.416670,"(-32.01667, 27.41667)"
St. Mary's County,23091,Valid,LL3.3,24.3,Fell,1919,38.166670,-76.383330,"(38.16667, -76.38333)"
St. Mesmin,23092,Valid,LL6,8300,Fell,1866,48.450000,3.933330,"(48.45, 3.93333)"
St. Michel,23093,Valid,L6,17000,Fell,1910,61.650000,27.200000,"(61.65, 27.2)"
St.-Chinian,23097,Valid,L6,134.30000000000001,Fell,1959,43.433330,2.950000,"(43.43333, 2.95)"
Ställdalen,23712,Valid,H5,34000,Fell,1876,59.933330,14.950000,"(59.93333, 14.95)"
Stannern,23713,Valid,Eucrite-mmict,52000,Fell,1808,49.283330,15.566670,"(49.28333, 15.56667)"
Stavropol,23717,Valid,L6,1500,Fell,1857,45.050000,41.983330,"(45.05, 41.98333)"
Ste. Marguerite,23099,Valid,H4,4960,Fell,1962,50.766670,3.000000,"(50.76667, 3.0)"
Sterlitamak,23724,Valid,"Iron, IIIAB",325000,Fell,1990,53.666670,55.983330,"(53.66667, 55.98333)"
Stolzenau,23726,Valid,Stone-uncl,,Fell,1647,52.533330,9.050000,"(52.53333, 9.05)"
Stratford,23728,Valid,L6,50,Fell,1974,41.200000,-73.133330,"(41.2, -73.13333)"
Strathmore,23729,Valid,L6,13400,Fell,1917,56.583330,-3.250000,"(56.58333, -3.25)"
Stretchleigh,23732,Valid,Stone-uncl,10400,Fell,1623,50.383330,-3.950000,"(50.38333, -3.95)"
St-Robert,23733,Valid,H5,25400,Fell,1994,45.968610,-72.978060,"(45.96861, -72.97806)"
Success,23736,Valid,L6,3500,Fell,1924,36.483330,-90.666670,"(36.48333, -90.66667)"
Suchy Dul,23737,Valid,L6,815.3,Fell,1969,50.538060,16.263330,"(50.53806, 16.26333)"
Suizhou,23738,Valid,L6,260000,Fell,1986,31.616670,113.466670,"(31.61667, 113.46667)"
Sulagiri,48951,Valid,LL6,110000,Fell,2008,12.666670,78.033330,"(12.66667, 78.03333)"
Sultanpur,23741,Valid,L/LL6,1710.5,Fell,1916,25.933330,84.283330,"(25.93333, 84.28333)"
Sungach,23745,Valid,H5,637,Fell,1935,44.866670,133.166670,"(44.86667, 133.16667)"
Supuhee,23760,Valid,H6,7235,Fell,1865,26.716670,84.216670,"(26.71667, 84.21667)"
Sutter's Mill,55529,Valid,C,992.5,Fell,2012,38.803890,-120.908060,"(38.80389, -120.90806)"
Sylacauga,23773,Valid,H4,5560,Fell,1954,33.188360,-86.294500,"(33.18836, -86.2945)"
Tabor,23776,Valid,H5,7540,Fell,1753,49.400000,14.650000,"(49.4, 14.65)"
Tadjera,23778,Valid,L5,9000,Fell,1867,36.183330,5.416670,"(36.18333, 5.41667)"
Tagish Lake,23782,Valid,C2-ung,10000,Fell,2000,59.704440,-134.201390,"(59.70444, -134.20139)"
Tahara,23784,Valid,H4/5,1000,Fell,1991,34.720000,137.305000,"(34.72, 137.305)"
Takenouchi,23789,Valid,H5,720,Fell,1880,35.383330,134.900000,"(35.38333, 134.9)"
Talampaya,23791,Valid,Eucrite-cm,1421,Fell,1995,,,
Tambakwatu,23795,Valid,L6,10500,Fell,1975,-7.750000,112.766670,"(-7.75, 112.76667)"
Tamdakht,48691,Valid,H5,100000,Fell,2008,31.163330,-7.015000,"(31.16333, -7.015)"
Tané,23801,Valid,L5,905,Fell,1918,35.433330,136.233330,"(35.43333, 136.23333)"
Taonan,23873,Valid,L5,3850,Fell,1965,45.400000,122.900000,"(45.4, 122.9)"
Tatahouine,23884,Valid,Diogenite,12000,Fell,1931,32.950000,10.416670,"(32.95, 10.41667)"
Tathlith,23885,Valid,L6,2500,Fell,1967,19.383330,43.733330,"(19.38333, 43.73333)"
Tauk,23887,Valid,L6,6000,Fell,1929,35.133330,44.450000,"(35.13333, 44.45)"
Tauti,23888,Valid,L6,21000,Fell,1937,46.716670,23.500000,"(46.71667, 23.5)"
Tenham,23897,Valid,L6,160000,Fell,1879,-25.733330,142.950000,"(-25.73333, 142.95)"
Tennasilm,23898,Valid,L4,28500,Fell,1872,58.033330,26.950000,"(58.03333, 26.95)"
Thal,23908,Valid,H6,342,Fell,1950,33.400000,70.600000,"(33.4, 70.6)"
Thika,54493,Valid,L6,14200,Fell,2011,-1.002780,37.150280,"(-1.00278, 37.15028)"
Thuathe,23976,Valid,H4/5,45300,Fell,2002,-29.333330,27.583330,"(-29.33333, 27.58333)"
Tianzhang,23984,Valid,H5,2232,Fell,1986,32.946670,118.990000,"(32.94667, 118.99)"
Tieschitz,23989,Valid,H/L3.6,28000,Fell,1878,49.600000,17.116670,"(49.6, 17.11667)"
Tilden,23998,Valid,L6,74800,Fell,1927,38.200000,-89.683330,"(38.2, -89.68333)"
Tillaberi,23999,Valid,L6,3000,Fell,1970,14.250000,1.533330,"(14.25, 1.53333)"
Timochin,24004,Valid,H5,65500,Fell,1807,54.500000,35.200000,"(54.5, 35.2)"
Tirupati,24009,Valid,H6,230,Fell,1934,13.633330,79.416670,"(13.63333, 79.41667)"
Tissint,54823,Valid,Martian (shergottite),7000,Fell,2011,29.481950,-7.611230,"(29.48195, -7.61123)"
Tjabe,24011,Valid,H6,20000,Fell,1869,-7.083330,111.533330,"(-7.08333, 111.53333)"
Tjerebon,24012,Valid,L5,16500,Fell,1922,-6.666670,106.583330,"(-6.66667, 106.58333)"
Tomakovka,24019,Valid,LL6,600,Fell,1905,47.850000,34.766670,"(47.85, 34.76667)"
